geohash6,label_weekly_raw,label_weekly,label_daily,label_quarterly,active_rate
qp0962,5,2,4,5,0.8352117486338798
qp0963,0,2,0,5,0.5543032786885246
qp0964,0,0,1,0,0.0023907103825136613
qp0965,0,7,3,1,0.13422131147540983
qp0966,0,0,3,0,0.03705601092896175
qp0967,0,0,5,0,0.03978825136612022
qp0968,5,2,3,7,0.7120901639344263
qp0969,0,2,4,7,0.506318306010929
qp096b,5,2,0,5,0.7785177595628415
qp096c,0,2,0,7,0.649931693989071
qp096d,0,6,4,1,0.5194672131147541
qp096e,0,3,0,2,0.4344262295081967
qp096f,4,2,3,7,0.9491120218579235
qp096g,5,7,3,1,0.7826161202185792
qp096h,0,2,4,5,0.6212431693989071
qp096j,5,2,4,7,0.7889344262295082
qp096k,0,7,3,1,0.5344945355191257
qp096m,2,7,3,1,0.883025956284153
qp096n,2,7,3,3,0.8601434426229508
qp096p,5,7,3,3,0.7455601092896175
qp096q,3,3,3,2,0.9976092896174863
qp096r,3,3,0,2,0.9933401639344263
qp096s,2,7,3,1,0.7962773224043715
qp096t,4,2,3,7,0.9649931693989071
qp096u,1,6,4,3,0.9941939890710383
qp096v,3,6,4,2,0.9974385245901639
qp096w,4,3,4,2,0.9871926229508197
qp096x,3,3,4,2,0.9979508196721312
qp096y,4,6,4,3,0.9716530054644809
qp096z,3,3,4,2,0.9970969945355191
qp0970,0,2,4,5,0.6673497267759563
qp0971,5,7,3,1,0.640198087431694
qp0972,0,2,4,5,0.6656420765027322
qp0973,0,7,3,1,0.2797131147540984
qp0974,5,7,3,7,0.7168715846994536
qp0975,2,2,4,7,0.9012978142076503
qp0976,5,2,4,5,0.7942281420765027
qp0977,5,7,3,5,0.711577868852459
qp0978,0,2,0,5,0.4385245901639344
qp0979,0,2,0,7,0.6509562841530054
qp097b,0,2,4,5,0.4030054644808743
qp097c,5,2,4,5,0.7583674863387978
qp097d,0,2,4,5,0.6859631147540983
qp097e,2,7,3,1,0.9929986338797814
qp097f,5,2,4,5,0.7435109289617486
qp097g,5,2,0,5,0.7286543715846995
qp097h,0,2,4,5,0.5773565573770492
qp097j,0,4,3,5,0.03483606557377049
qp097k,5,4,6,1,0.8411885245901639
qp097m,5,7,3,1,0.33709016393442626
qp097n,0,0,4,0,0.00939207650273224
qp097p,0,7,3,1,0.09955601092896176
qp097q,0,4,1,2,0.062329234972677595
qp097r,0,4,1,0,0.011441256830601093
qp097s,1,3,3,2,0.9943647540983607
qp097t,5,2,3,5,0.7481215846994536
qp097u,2,2,3,5,0.8659494535519126
qp097v,4,7,3,7,0.9620901639344263
qp097w,5,7,3,1,0.649931693989071
qp097x,0,7,3,1,0.36219262295081966
qp097y,2,3,4,2,0.9834357923497268
qp097z,0,7,3,1,0.6772540983606558
qp0980,5,2,2,7,0.8241120218579235
qp0981,5,1,2,6,0.9807035519125683
qp0982,2,3,2,2,0.9339139344262295
qp0983,5,7,2,1,0.774931693989071
qp0984,5,1,2,6,0.9258879781420765
qp0985,2,1,2,6,0.9959016393442623
qp0986,4,7,2,1,0.9834357923497268
qp0987,1,3,2,2,0.9981215846994536
qp0988,2,7,2,1,0.8860997267759563
qp0989,5,7,2,1,0.7457308743169399
qp098b,0,5,4,5,0.055327868852459015
qp098c,0,5,0,5,0.2858606557377049
qp098d,2,7,2,1,0.9195696721311475
qp098e,5,7,2,1,0.9824112021857924
qp098f,0,6,0,2,0.5148565573770492
qp098g,0,5,0,5,0.27168715846994534
qp098h,2,1,2,6,0.9964139344262295
qp098j,1,2,2,7,0.9979508196721312
qp098k,4,7,2,2,0.9979508196721312
qp098m,5,7,2,7,0.9923155737704918
qp098n,4,1,2,5,0.9979508196721312
qp098p,4,2,2,5,0.9977800546448088
qp098q,2,3,2,2,0.9716530054644809
qp098r,2,7,2,1,0.9918032786885246
qp098u,0,5,0,7,0.1560792349726776
qp098v,0,0,1,0,0.014515027322404372
qp0990,0,2,4,6,0.5676229508196722
qp0991,5,2,4,7,0.8524590163934426
qp0992,2,3,3,2,0.8020833333333334
qp0993,5,6,4,7,0.8471653005464481
qp0994,5,2,0,5,0.7696379781420765
qp0995,0,2,0,7,0.586577868852459
qp0996,5,2,4,7,0.8796106557377049
qp0997,0,2,4,5,0.6465163934426229
qp0998,5,2,4,7,0.8676571038251366
qp0999,0,2,0,5,0.6605191256830601
qp099b,5,2,4,5,0.8463114754098361
qp099c,5,6,4,7,0.8014002732240437
qp099d,2,3,4,7,0.8229166666666666
qp099e,2,2,4,7,0.9332308743169399
qp099f,0,2,4,5,0.6869877049180327
qp099g,2,2,4,5,0.938353825136612
qp099h,0,6,0,3,0.42110655737704916
qp099j,0,2,0,5,0.34187158469945356
qp099k,2,2,4,5,0.8679986338797814
qp099m,5,2,4,7,0.7476092896174863
qp099n,0,5,4,5,0.12243852459016394
qp099p,0,5,1,6,0.06779371584699453
qp099q,0,2,4,7,0.599214480874317
qp099r,0,2,4,5,0.5695013661202186
qp099s,5,7,3,1,0.8442622950819673
qp099t,0,2,0,5,0.7349726775956285
qp099u,5,7,3,1,0.8008879781420765
qp099v,2,7,4,1,0.9614071038251366
qp099w,0,2,4,5,0.5674521857923497
qp099x,0,2,4,5,0.5153688524590164
qp099y,5,2,3,5,0.7891051912568307
qp099z,0,2,4,5,0.5783811475409836
qp09b0,2,1,2,5,0.9957308743169399
qp09b1,5,2,2,6,0.9612363387978142
qp09b2,2,7,2,1,0.9820696721311475
qp09b3,5,3,2,2,0.9899248633879781
qp09b4,4,2,2,7,0.9979508196721312
qp09b5,5,2,1,7,0.9793374316939891
qp09b6,1,3,2,2,0.9979508196721312
qp09b7,4,3,2,2,0.9977800546448088
qp09bd,5,3,5,2,0.923155737704918
qp09be,5,3,5,2,0.8949795081967213
qp09bh,4,2,2,7,0.9979508196721312
qp09bj,2,7,2,7,0.9967554644808743
qp09bk,0,3,2,2,0.9627732240437158
qp09bm,5,0,5,4,0.9943647540983607
qp09bn,5,1,2,6,0.952698087431694
qp09bp,0,7,2,7,0.8430669398907104
qp09bq,0,0,6,4,0.30191256830601093
qp09br,0,4,1,7,0.11372950819672131
qp09bt,0,0,5,4,0.671448087431694
qp09bv,0,4,1,3,0.02151639344262295
qp09bw,0,0,1,4,0.9204234972677595
qp09bx,0,0,6,2,0.09033469945355191
qp09by,0,0,5,0,0.0010245901639344263
qp09bz,0,5,1,7,0.13183060109289618
qp09c2,0,4,1,1,0.032957650273224046
qp09c6,0,6,4,7,0.3073770491803279
qp09c7,0,6,4,7,0.3510928961748634
qp09c8,0,2,0,7,0.5119535519125683
qp09c9,0,2,4,5,0.5029030054644809
qp09cb,0,5,0,7,0.13866120218579234
qp09cc,5,3,4,2,0.8932718579234973
qp09cd,0,5,0,5,0.27629781420765026
qp09ce,0,2,4,5,0.3089139344262295
qp09cf,0,2,4,7,0.4171789617486339
qp09cg,2,3,4,2,0.9030054644808743
qp09ch,0,4,1,0,0.02185792349726776
qp09cj,5,3,0,2,0.8319672131147541
qp09ck,0,5,1,5,0.0975068306010929
qp09cm,0,3,0,2,0.6647882513661202
qp09cn,0,6,4,7,0.3084016393442623
qp09cp,0,5,3,3,0.17708333333333334
qp09cq,5,3,4,2,0.7559767759562842
qp09cr,0,5,4,7,0.20355191256830601
qp09cs,0,0,1,5,0.025614754098360656
qp09ct,5,3,4,2,0.6588114754098361
qp09cu,0,7,3,3,0.6374658469945356
qp09cv,2,3,3,2,0.9093237704918032
qp09cw,0,5,4,7,0.273224043715847
qp09cx,0,2,4,5,0.3089139344262295
qp09cy,0,2,4,7,0.5500341530054644
qp09cz,0,4,1,7,0.032957650273224046
qp09d0,0,4,1,0,0.015881147540983607
qp09d1,0,2,3,5,0.6147540983606558
qp09d2,3,3,4,2,0.9977800546448088
qp09d3,3,3,4,2,0.9979508196721312
qp09d4,0,7,3,1,0.7424863387978142
qp09d5,2,3,4,2,0.806181693989071
qp09d6,4,0,0,4,0.9977800546448088
qp09d7,4,3,0,2,0.9924863387978142
qp09d8,6,3,4,2,0.9979508196721312
qp09d9,6,3,0,2,0.9979508196721312
qp09db,1,6,4,3,0.9716530054644809
qp09dc,3,6,0,3,0.9970969945355191
qp09dd,4,6,4,7,0.9849726775956285
qp09de,4,6,4,1,0.9533811475409836
qp09df,2,7,3,3,0.8985655737704918
qp09dg,2,2,3,5,0.9065915300546448
qp09dh,4,3,4,2,0.9719945355191257
qp09dj,2,3,4,2,0.9774590163934426
qp09dk,2,6,4,7,0.9970969945355191
qp09dm,5,7,4,7,0.9289617486338798
qp09dn,5,2,4,5,0.8376024590163934
qp09dp,5,6,4,7,0.7718579234972678
qp09dq,0,2,4,7,0.4485997267759563
qp09dr,5,2,4,5,0.7923497267759563
qp09ds,0,2,4,5,0.7185792349726776
qp09dt,5,7,3,1,0.6456625683060109
qp09du,0,7,3,1,0.29661885245901637
qp09dv,0,5,0,7,0.061133879781420764
qp09dw,0,5,3,5,0.16273907103825136
qp09dx,0,4,0,0,0.07991803278688525
qp09dy,0,0,1,4,0.001366120218579235
qp09dz,0,0,1,4,0.0006830601092896175
qp09e0,0,7,3,3,0.20508879781420766
qp09e1,0,6,0,1,0.366974043715847
qp09e2,0,7,3,1,0.5486680327868853
qp09e3,5,3,3,2,0.6728142076502732
qp09e4,5,2,4,7,0.7008196721311475
qp09e5,6,6,6,7,0.9981215846994536
qp09e6,0,2,3,7,0.6022882513661202
qp09e7,2,3,4,2,0.9706284153005464
qp09e8,2,7,3,1,0.7418032786885246
qp09e9,2,7,3,7,0.8683401639344263
qp09eb,0,7,3,2,0.7392418032786885
qp09ec,0,5,1,5,0.0782103825136612
qp09ed,5,2,3,5,0.8425546448087432
qp09ee,0,2,3,5,0.5344945355191257
qp09ef,0,3,4,2,0.12926912568306012
qp09eg,0,0,1,0,0.00034153005464480874
qp09eh,1,2,3,7,0.975068306010929
qp09ej,5,6,4,7,0.6900614754098361
qp09ek,4,6,3,3,0.9484289617486339
qp09em,2,2,3,5,0.875
qp09en,0,3,4,2,0.6021174863387978
qp09ep,0,2,3,5,0.6704234972677595
qp09eq,3,3,4,2,0.9880464480874317
qp09er,5,7,3,1,0.7646857923497268
qp09es,0,2,1,7,0.4349385245901639
qp09et,5,7,3,1,0.6934767759562842
qp09eu,0,7,3,7,0.4725068306010929
qp09ev,5,7,3,1,0.5631830601092896
qp09ew,2,7,3,3,0.8020833333333334
qp09ex,1,2,3,7,0.9747267759562842
qp09ey,5,7,3,1,0.6871584699453552
qp09ez,2,7,3,3,0.7908128415300546
qp09f0,0,7,3,7,0.6359289617486339
qp09f1,5,7,3,1,0.8118169398907104
qp09f2,0,1,3,5,0.33879781420765026
qp09f3,5,7,3,1,0.7914959016393442
qp09f4,0,2,4,7,0.3722677595628415
qp09f5,0,7,3,7,0.2506830601092896
qp09f6,0,2,4,5,0.6856215846994536
qp09f7,0,2,4,7,0.7226775956284153
qp09f8,0,5,4,5,0.2938866120218579
qp09f9,2,2,3,7,0.8939549180327869
qp09fb,0,2,3,5,0.6512978142076503
qp09fc,0,4,1,0,0.011099726775956284
qp09fd,5,2,4,5,0.7452185792349727
qp09fe,0,2,4,7,0.3463114754098361
qp09ff,0,5,4,5,0.24726775956284153
qp09fg,5,2,4,7,0.8162568306010929
qp09fh,0,3,4,2,0.6494193989071039
qp09fj,2,3,4,2,0.9035177595628415
qp09fk,0,2,4,5,0.6992827868852459
qp09fm,0,6,0,7,0.7423155737704918
qp09fq,5,3,4,2,0.8850751366120219
qp09fr,0,5,1,5,0.22643442622950818
qp09fs,5,2,4,7,0.7402663934426229
qp09ft,1,3,6,2,0.9977800546448088
qp09fu,2,3,4,2,0.9940232240437158
qp09fv,0,5,0,5,0.3073770491803279
qp09fw,0,4,4,0,0.5276639344262295
qp09fx,0,2,4,5,0.7341188524590164
qp09fy,5,3,4,2,0.6869877049180327
qp09fz,2,3,3,2,0.8980532786885246
qp09g0,0,2,4,5,0.5554986338797814
qp09g1,5,2,3,7,0.8637295081967213
qp09g2,5,2,4,5,0.8584357923497268
qp09g3,0,2,4,5,0.6125341530054644
qp09g4,5,2,4,5,0.8401639344262295
qp09g5,2,3,4,2,0.9557718579234973
qp09g6,2,7,4,1,0.9948770491803278
qp09g7,0,3,0,2,0.7131147540983607
qp09g8,2,2,3,5,0.8673155737704918
qp09g9,0,2,3,5,0.4959016393442623
qp09gb,5,6,3,3,0.7235314207650273
qp09gc,0,7,3,3,0.5351775956284153
qp09gd,0,0,0,0,0.0047814207650273225
qp09ge,0,2,4,5,0.28790983606557374
qp09gf,0,7,3,1,0.4253756830601093
qp09gg,0,2,3,7,0.3662909836065574
qp09gh,5,2,4,5,0.7670765027322405
qp09gj,5,2,4,7,0.8155737704918032
qp09gk,2,6,4,7,0.9470628415300546
qp09gm,0,7,3,7,0.4405737704918033
qp09gn,0,7,3,7,0.422301912568306
qp09gp,0,7,3,3,0.5677937158469946
qp09gq,0,2,4,7,0.6528346994535519
qp09gr,0,2,4,5,0.2532445355191257
qp09gs,5,2,4,5,0.780396174863388
qp09gt,5,2,0,5,0.7814207650273224
qp09gu,0,7,3,1,0.6057035519125683
qp09gv,5,2,4,5,0.7431693989071039
qp09gw,5,2,4,5,0.7889344262295082
qp09gx,5,2,4,7,0.9033469945355191
qp09gy,5,2,0,5,0.7896174863387978
qp09gz,0,2,4,5,0.643613387978142
qp09h0,0,3,0,2,0.5273224043715847
qp09h1,0,0,1,3,0.01758879781420765
qp09h3,0,0,1,0,0.0006830601092896175
qp09h4,0,5,3,3,0.21191939890710382
qp09h5,0,2,0,7,0.5625
qp09h6,0,0,0,0,0.006318306010928962
qp09h7,0,5,0,7,0.23719262295081966
qp09he,0,5,1,3,0.11082650273224044
qp09hh,2,3,0,2,0.9238387978142076
qp09hj,5,2,0,7,0.932035519125683
qp09hk,0,2,4,7,0.47882513661202186
qp09hm,5,2,0,7,0.7762978142076503
qp09hn,0,2,4,7,0.663422131147541
qp09hp,0,2,4,1,0.43971994535519127
qp09hq,0,2,3,7,0.31010928961748635
qp09hr,0,2,4,7,0.336577868852459
qp09hs,0,3,4,2,0.7592213114754098
qp09ht,5,3,0,2,0.9001024590163934
qp09hv,5,3,4,2,0.8469945355191257
qp09hw,0,5,0,3,0.20799180327868852
qp09hx,0,7,3,1,0.33401639344262296
qp09hy,0,6,0,2,0.5732581967213115
qp09hz,0,7,3,1,0.18510928961748635
qp09j5,0,4,1,1,0.0741120218579235
qp09j7,0,7,1,1,0.3003756830601093
qp09j9,0,0,0,0,0.0023907103825136613
qp09jb,0,0,0,0,0.01639344262295082
qp09jc,0,4,0,0,0.011270491803278689
qp09jd,0,0,0,3,0.0194672131147541
qp09je,0,0,1,3,0.022882513661202187
qp09jf,0,4,1,2,0.04456967213114754
qp09jg,0,4,4,0,0.017759562841530054
qp09jj,0,0,0,0,0.001878415300546448
qp09jk,0,4,0,7,0.0975068306010929
qp09jm,0,4,5,0,0.02817622950819672
qp09jn,0,4,0,0,0.019637978142076504
qp09jp,0,3,0,2,0.7255806010928961
qp09jq,2,3,4,2,0.757172131147541
qp09jr,0,4,1,7,0.05259562841530055
qp09js,0,4,1,0,0.018442622950819672
qp09jt,0,5,1,7,0.12192622950819672
qp09ju,0,0,5,0,0.022882513661202187
qp09jv,0,3,0,2,0.493681693989071
qp09jw,0,4,1,0,0.0017076502732240437
qp09jx,0,5,0,7,0.2182377049180328
qp09jy,0,0,1,0,0.0015368852459016393
qp09jz,0,5,0,3,0.09682377049180328
qp09k0,0,2,4,7,0.39702868852459017
qp09k1,0,7,3,1,0.6441256830601093
qp09k2,5,3,4,2,0.8604849726775956
qp09k3,5,2,4,7,0.7438524590163934
qp09k4,0,3,0,2,0.4496243169398907
qp09k5,0,5,1,5,0.057889344262295084
qp09k6,0,2,4,7,0.4532103825136612
qp09k7,0,0,1,4,0.0022199453551912567
qp09k8,0,7,3,1,0.3702185792349727
qp09k9,0,5,4,7,0.16393442622950818
qp09kb,0,7,4,1,0.4921448087431694
qp09kc,0,2,3,1,0.47489754098360654
qp09kd,0,5,1,5,0.07701502732240437
qp09ke,5,2,4,7,0.8423838797814208
qp09kf,0,2,4,7,0.4641393442622951
qp09kg,0,0,0,4,0.0010245901639344263
qp09kj,0,2,3,5,0.5083674863387978
qp09km,0,0,0,0,0.0022199453551912567
qp09kn,0,5,1,6,0.1053620218579235
qp09kq,0,4,1,2,0.07137978142076502
qp09kr,0,2,3,5,0.48992486338797814
qp09ks,0,2,0,0,0.29610655737704916
qp09kt,5,7,3,1,0.7983265027322405
qp09ku,0,2,4,5,0.491120218579235
qp09kv,4,2,3,7,0.9900956284153005
qp09kw,5,3,3,2,0.6967213114754098
qp09kx,5,3,4,2,0.7961065573770492
qp09ky,0,2,3,5,0.5741120218579235
qp09kz,4,3,4,2,0.9451844262295082
qp09m0,0,6,0,7,0.7581967213114754
qp09m1,0,5,0,7,0.3567281420765027
qp09m2,0,2,0,7,0.5686475409836066
qp09m3,0,0,1,0,0.01058743169398907
qp09m6,0,0,0,4,0.00034153005464480874
qp09m7,0,0,5,4,0.0008538251366120218
qp09m8,0,0,0,3,0.0391051912568306
qp09m9,0,4,0,3,0.0739412568306011
qp09mb,0,4,0,3,0.061133879781420764
qp09mc,0,0,0,3,0.02424863387978142
qp09md,0,0,0,0,0.012636612021857924
qp09me,0,2,3,5,0.2942281420765027
qp09mf,0,0,0,0,0.0030737704918032786
qp09mj,0,4,3,7,0.08094262295081968
qp09mm,0,0,1,6,0.023224043715846996
qp09mn,0,3,4,1,0.4967554644808743
qp09mp,2,3,3,2,0.8531420765027322
qp09mq,0,5,1,7,0.23650956284153005
qp09mr,0,2,4,5,0.5254439890710383
qp09ms,0,5,0,5,0.23599726775956284
qp09mt,0,7,3,7,0.38866120218579236
qp09mu,0,3,4,2,0.31898907103825136
qp09mv,0,0,1,0,0.00017076502732240437
qp09mw,0,7,3,1,0.3572404371584699
qp09mx,0,4,0,2,0.7739071038251366
qp09my,0,4,1,0,0.0023907103825136613
qp09mz,0,4,1,1,0.06147540983606557
qp09n0,0,0,0,0,0.0034153005464480873
qp09n1,0,0,0,0,0.0020491803278688526
qp09n4,0,0,1,0,0.007684426229508197
qp09n5,0,4,1,0,0.0008538251366120218
qp09nj,0,0,0,0,0.00034153005464480874
qp09np,0,0,0,1,0.04252049180327869
qp09q0,0,0,0,0,0.010075136612021859
qp09q1,0,0,0,3,0.00939207650273224
qp09q4,0,0,0,4,0.01366120218579235
qp09q5,0,7,3,1,0.24538934426229508
qp09qh,0,0,1,0,0.0025614754098360654
qp09qj,0,4,1,0,0.01878415300546448
qp09qn,0,4,0,3,0.07718579234972678
qp09qp,0,3,4,2,0.18186475409836064
qp09s0,0,0,5,0,0.0010245901639344263
qp09s1,0,4,3,3,0.0630122950819672
qp09s2,0,2,3,5,0.40505464480874315
qp09s3,0,2,3,7,0.38507513661202186
qp09s4,0,4,1,2,0.04081284153005464
qp09s5,0,0,1,4,0.00034153005464480874
qp09s6,2,7,3,3,0.8423838797814208
qp09s7,2,7,3,7,0.8835382513661202
qp09s8,4,3,4,2,0.891051912568306
qp09s9,4,3,3,2,0.9274248633879781
qp09sb,5,2,3,5,0.8131830601092896
qp09sc,0,2,3,5,0.5905054644808743
qp09sd,2,2,3,5,0.9533811475409836
qp09se,2,3,3,2,0.8912226775956285
qp09sf,5,7,3,1,0.7336065573770492
qp09sg,0,7,3,1,0.5355191256830601
qp09sh,5,7,3,7,0.7933743169398907
qp09sj,5,2,3,5,0.7126024590163934
qp09sk,2,2,3,7,0.8784153005464481
qp09sm,5,2,3,5,0.7865437158469946
qp09sn,2,7,3,1,0.8152322404371585
qp09sp,4,7,3,2,0.9730191256830601
qp09sq,5,7,3,2,0.7252390710382514
qp09sr,5,7,3,1,0.7595628415300546
qp09ss,5,3,3,1,0.8048155737704918
qp09st,0,2,3,7,0.5725751366120219
qp09su,0,2,0,5,0.6270491803278688
qp09sv,0,2,3,5,0.3985655737704918
qp09sw,2,3,3,2,0.9141051912568307
qp09sx,2,2,3,7,0.7942281420765027
qp09sy,0,2,4,7,0.6226092896174863
qp09sz,2,2,3,7,0.793886612021858
qp09t0,4,3,3,2,0.980191256830601
qp09t1,0,4,1,7,0.042862021857923496
qp09t2,5,2,3,7,0.7733948087431693
qp09t3,0,4,1,0,0.00546448087431694
qp09t4,5,7,3,7,0.8167691256830601
qp09t5,5,2,4,5,0.733948087431694
qp09t7,0,0,5,0,0.00017076502732240437
qp09t8,2,7,3,1,0.9084699453551912
qp09t9,0,3,1,7,0.37158469945355194
qp09tb,0,0,1,4,0.0047814207650273225
qp09te,0,0,5,4,0.00034153005464480874
qp09tg,0,0,1,0,0.00017076502732240437
qp09th,0,7,3,1,0.3640710382513661
qp09tj,0,7,3,7,0.5833333333333334
qp09tk,0,3,1,2,0.16444672131147542
qp09tm,0,2,3,5,0.5148565573770492
qp09tn,5,7,3,1,0.6890368852459017
qp09tp,5,2,4,7,0.8370901639344263
qp09tq,0,2,4,7,0.45867486338797814
qp09tr,2,2,3,7,0.9275956284153005
qp09ts,0,4,1,0,0.018954918032786885
qp09tt,0,2,3,5,0.4875341530054645
qp09tu,0,4,3,0,0.03193306010928962
qp09tv,0,4,3,1,0.01366120218579235
qp09tw,0,3,4,7,0.6757172131147541
qp09tx,5,3,3,2,0.7189207650273224
qp09ty,0,4,3,1,0.02390710382513661
qp09u0,4,2,3,7,0.9375
qp09u1,2,7,3,3,0.9059084699453552
qp09u2,0,2,3,5,0.6181693989071039
qp09u3,0,7,3,1,0.45867486338797814
qp09u4,5,7,3,1,0.5889685792349727
qp09u5,0,7,3,1,0.5010245901639344
qp09u6,0,2,3,5,0.4993169398907104
qp09u7,0,7,3,1,0.3837090163934426
qp09u8,5,2,3,7,0.7433401639344263
qp09u9,0,2,1,5,0.27595628415300544
qp09ub,0,7,3,5,0.37995218579234974
qp09uc,0,2,3,5,0.45560109289617484
qp09ud,0,2,4,5,0.5905054644808743
qp09ue,2,2,0,7,0.8799521857923497
qp09uf,0,2,3,5,0.5771857923497268
qp09ug,0,4,1,0,0.4296448087431694
qp09uh,0,2,3,5,0.304474043715847
qp09uj,0,2,4,3,0.4677254098360656
qp09uk,0,2,4,7,0.6400273224043715
qp09um,0,2,4,5,0.6120218579234973
qp09un,0,2,4,5,0.4677254098360656
qp09up,0,2,0,5,0.397370218579235
qp09uq,0,5,0,5,0.3435792349726776
qp09ur,0,5,1,7,0.11851092896174864
qp09us,0,2,4,7,0.6822062841530054
qp09ut,5,2,0,7,0.8036202185792349
qp09uu,0,7,3,1,0.6852800546448088
qp09uv,4,2,4,5,0.9959016393442623
qp09uw,5,2,3,5,0.681181693989071
qp09ux,0,2,4,7,0.7137978142076503
qp09uy,3,3,4,2,0.9967554644808743
qp09uz,1,7,3,1,0.9836065573770492
qp09v0,4,3,3,2,0.9462090163934426
qp09v1,2,7,3,7,0.8422131147540983
qp09v2,5,2,3,5,0.6890368852459017
qp09v3,0,5,3,7,0.11936475409836066
qp09v4,5,7,3,1,0.5858948087431693
qp09v5,0,0,1,0,0.0008538251366120218
qp09v6,0,2,3,5,0.6022882513661202
qp09v7,0,4,3,1,0.06659836065573771
qp09v8,0,4,1,3,0.05037568306010929
qp09v9,0,0,1,4,0.00017076502732240437
qp09vb,0,0,0,0,0.00665983606557377
qp09vc,0,0,1,0,0.00546448087431694
qp09vd,0,4,3,7,0.12329234972677595
qp09ve,0,5,3,5,0.24351092896174864
qp09vf,0,4,1,3,0.05037568306010929
qp09vg,0,7,3,1,0.6263661202185792
qp09vh,0,4,1,2,0.02151639344262295
qp09vj,5,7,3,7,0.8014002732240437
qp09vk,4,3,3,2,0.9243510928961749
qp09vm,2,3,3,2,0.918886612021858
qp09vn,5,7,3,1,0.8072062841530054
qp09vp,0,7,3,1,0.5329576502732241
qp09vq,2,3,3,2,0.90625
qp09vr,0,2,3,7,0.5648907103825137
qp09vs,0,7,3,5,0.26314890710382516
qp09vt,0,2,3,5,0.4895833333333333
qp09vu,0,7,3,1,0.26314890710382516
qp09vv,0,2,0,7,0.26639344262295084
qp09vw,0,5,1,5,0.05259562841530055
qp09vx,0,7,3,1,0.33452868852459017
qp09vy,0,2,4,7,0.6412226775956285
qp09vz,0,7,3,1,0.16222677595628415
qp09w0,0,0,0,4,0.006830601092896175
qp09w1,0,0,0,0,0.0006830601092896175
qp09w4,0,0,5,4,0.0010245901639344263
qp09w5,2,3,6,2,0.7020150273224044
qp09wh,0,0,1,0,0.001366120218579235
qp09wn,0,4,1,0,0.0006830601092896175
qp09wp,0,4,3,0,0.08145491803278689
qp09y0,0,4,3,1,0.027493169398907103
qp09y1,0,2,0,7,0.3949795081967213
qp09y4,0,4,1,5,0.0744535519125683
qp09y5,0,5,1,6,0.2691256830601093
qp09yh,5,4,6,2,0.8661202185792349
qp09yj,5,3,3,2,0.7344603825136612
qp09yn,5,7,3,7,0.8113046448087432
qp09yp,0,2,3,5,0.5181010928961749
qp0d00,5,1,2,6,0.9393784153005464
qp0d01,0,2,2,5,0.6542008196721312
qp0d02,0,0,6,7,0.11424180327868852
qp0d03,0,1,2,6,0.4569672131147541
qp0d04,0,7,2,7,0.1953551912568306
qp0d05,0,5,5,2,0.20457650273224043
qp0d06,0,5,2,7,0.6914275956284153
qp0d07,0,5,6,6,0.35331284153005466
qp0d08,0,0,6,4,0.0015368852459016393
qp0d0b,0,5,1,6,0.05037568306010929
qp0d0c,0,3,4,7,0.3729508196721312
qp0d0f,0,3,4,2,0.6372950819672131
qp0d0g,0,4,5,3,0.03637295081967213
qp0d0h,5,6,5,3,0.9074453551912568
qp0d0j,0,1,2,6,0.8756830601092896
qp0d0k,0,6,5,7,0.5181010928961749
qp0d0m,0,1,6,6,0.43528005464480873
qp0d0n,0,1,5,6,0.6441256830601093
qp0d0q,0,1,5,6,0.4491120218579235
qp0d0s,0,0,1,0,0.014515027322404372
qp0d0t,0,5,5,7,0.28261612021857924
qp0d0u,0,4,0,1,0.030054644808743168
qp0d0v,0,5,1,5,0.0942622950819672
qp0d0w,0,1,5,6,0.6407103825136612
qp0d0y,0,5,0,7,0.1762295081967213
qp0d10,0,3,4,2,0.3015710382513661
qp0d11,0,5,1,5,0.1912568306010929
qp0d12,0,6,4,7,0.32172131147540983
qp0d13,0,2,4,5,0.46755464480874315
qp0d14,0,5,0,5,0.14771174863387979
qp0d15,5,3,3,2,0.6716188524590164
qp0d16,0,3,1,2,0.21994535519125682
qp0d17,0,4,3,7,0.16837431693989072
qp0d18,0,2,4,5,0.4456967213114754
qp0d19,0,6,6,7,0.46328551912568305
qp0d1b,0,7,3,1,0.19006147540983606
qp0d1c,0,5,4,7,0.2185792349726776
qp0d1d,0,2,4,7,0.383025956284153
qp0d1e,0,1,4,6,0.2604166666666667
qp0d1f,0,2,4,7,0.2928620218579235
qp0d1g,0,6,4,7,0.3656079234972678
qp0d1h,5,3,4,2,0.7450478142076503
qp0d1j,0,3,4,2,0.1726434426229508
qp0d1k,0,5,1,5,0.27954234972677594
qp0d1m,5,3,4,2,0.7289959016393442
qp0d1n,0,3,4,2,0.4451844262295082
qp0d1q,0,2,4,7,0.30806010928961747
qp0d1s,0,4,5,1,0.021004098360655737
qp0d1t,0,4,1,0,0.018101092896174863
qp0d1u,0,4,1,0,0.03705601092896175
qp0d1v,0,4,5,0,0.04234972677595628
qp0d1w,0,5,4,5,0.19723360655737704
qp0d1y,0,4,1,2,0.11560792349726776
qp0d42,0,4,1,1,0.02305327868852459
qp0d43,0,0,1,0,0.0029030054644808745
qp0d44,0,0,1,0,0.0030737704918032786
qp0d45,0,0,0,0,0.00017076502732240437
qp0d48,5,3,3,7,0.7776639344262295
qp0d49,2,7,3,1,0.6967213114754098
qp0d4b,2,6,3,7,0.9600409836065574
